ema_alpha,transition_subset,primary_label_accuracy,active_set_top1_accuracy,global_ece,mean_tfi,mean_predicted_switches,mean_transition_delay,missed_transition_rate,n_frames,n_videos,n_transitions
0.0,clean,0.42455422967157097,0.4366842499762467,0.25709874220531836,3.3405197712727897,611.8421052631579,7.62027869453612,0.4132746607994133,284171.0,133.0,16362.0
0.5,clean,0.43031132663079624,0.44358854351781146,0.19597747995599193,1.9819155326044093,370.54887218045116,8.505439432832173,0.4691358024691358,284171.0,133.0,16362.0
