comparison,ema_alpha,scope,metric,raw_point,smoothed_point,delta_point,ci_low,ci_high,bootstrap_repetitions
ema_0.50_minus_raw,0.5,all_frames,primary_label_accuracy,0.42455422967157097,0.43031132663079624,0.005757096959225272,0.004463092111617615,0.007061138680225774,2000
ema_0.50_minus_raw,0.5,all_frames,global_ece,0.25709874220531836,0.19597747995599193,-0.06112126224932643,-0.06445863405121244,-0.05788678260577302,2000
ema_0.50_minus_raw,0.5,clean,mean_transition_delay,7.62027869453612,8.505439432832173,0.8851607382960527,0.8324816615717106,0.9367193863608176,2000
ema_0.50_minus_raw,0.5,clean,missed_transition_rate,0.4132746607994133,0.4691358024691358,0.0558611416697225,0.05225947014355801,0.05947089165595011,2000
