comparison,metric,native_point,boxcar_point,delta_point,ci_low,ci_high,bootstrap_repetitions,bootstrap_seed
boxcar_w3_minus_native,accuracy,0.656686310131299,0.6691457936149262,0.012459483483627243,0.010887782679715314,0.014031463816012845,2000,48625
boxcar_w3_minus_native,global_ece,0.18955956040472827,0.14652310988537898,-0.04303645051934929,-0.045772281914348505,-0.04004383196937474,2000,48625
boxcar_w3_minus_native,mean_tfi,7.666832993417922,3.939759156743209,-3.7270738366747125,-4.266939394932035,-3.237247734085047,2000,48625
boxcar_w3_minus_native,mean_predicted_switches,231.37440758293837,124.01421800947867,-107.3601895734597,-123.92973933649286,-92.32500000000003,2000,48625
boxcar_w3_minus_native,mean_transition_delay,4.772757923128793,5.545178691840863,0.7724207687120694,0.6798243947833326,0.8682389010494481,2000,48625
boxcar_w3_minus_native,missed_transition_rate,0.18762643290627107,0.23078219824679702,0.04315576534052595,0.03587517960451721,0.05044819302094801,2000,48625
