condition,accuracy,global_ece,mean_tfi,mean_predicted_switches,mean_transition_delay,missed_transition_rate,n_frames,n_sequences,n_transitions
native,0.656686310131299,0.18955956040472827,7.666832993417922,231.37440758293837,4.772757923128793,0.18762643290627107,334123.0,211.0,5932.0
boxcar_w3,0.6691457936149262,0.14652310988537898,3.939759156743209,124.01421800947867,5.545178691840863,0.23078219824679702,334123.0,211.0,5932.0
