ema_alpha,accuracy,global_ece,mean_tfi,mean_predicted_switches,mean_transition_delay,ptsm,missed_transition_rate,n_frames,n_videos,n_transitions,n_ptsm_frames
0.0,0.7183462377627401,0.1189558354299729,2.5853558654978945,90.07582938388626,6.120532703978422,0.2359679324162113,0.27899527983816585,334123.0,211.0,5932.0,80015.0
0.25,0.7194985080344664,0.11466439767164469,2.046631834017463,73.33649289099526,6.323331085637222,0.23714124305571702,0.28910991233985167,334123.0,211.0,5932.0,80015.0
0.5,0.7201090616329915,0.11032780578523849,1.5205592890754425,56.54976303317535,6.6319959541469995,0.2414472732088169,0.3059676331759946,334123.0,211.0,5932.0,80015.0
