omitted_video_id,omitted_n_frames,ema_alpha,metric,delta_after_omission
video_test_0000004,249,0.25,accuracy,0.0011531296237502486
video_test_0000004,249,0.25,global_ece,-0.004289009526909124
video_test_0000004,249,0.25,mean_tfi,-0.5390369772716972
video_test_0000004,249,0.25,mean_predicted_switches,-16.771428571428572
video_test_0000004,249,0.25,mean_transition_delay,0.2025337837837835
video_test_0000004,249,0.25,ptsm,0.001166285257396621
video_test_0000004,249,0.25,missed_transition_rate,0.010135135135135087
video_test_0000004,249,0.5,accuracy,0.001767133709123736
video_test_0000004,249,0.5,global_ece,-0.008610899312944176
video_test_0000004,249,0.5,mean_tfi,-1.06759260794142
video_test_0000004,249,0.5,mean_predicted_switches,-33.63333333333333
video_test_0000004,249,0.5,mean_transition_delay,0.5114864864864863
video_test_0000004,249,0.5,ptsm,0.005465499785619027
video_test_0000004,249,0.5,missed_transition_rate,0.02685810810810807
video_test_0000006,499,0.25,accuracy,0.0011390067860825859
video_test_0000006,499,0.25,global_ece,-0.004318417680082495
video_test_0000006,499,0.25,mean_tfi,-0.5327786088266291
video_test_0000006,499,0.25,mean_predicted_switches,-16.766666666666666
video_test_0000006,499,0.25,mean_transition_delay,0.2026981450252947
video_test_0000006,499,0.25,ptsm,0.0011777378661988191
video_test_0000006,499,0.25,missed_transition_rate,0.01011804384485665
video_test_0000006,499,0.5,accuracy,0.001756468359590535
video_test_0000006,499,0.5,global_ece,-0.008659206809006656
video_test_0000006,499,0.5,mean_tfi,-1.0549480132850508
video_test_0000006,499,0.5,mean_predicted_switches,-33.59523809523809
video_test_0000006,499,0.5,mean_transition_delay,0.5114671163575037
video_test_0000006,499,0.5,ptsm,0.005490456191475784
video_test_0000006,499,0.5,missed_transition_rate,0.026981450252951122
video_test_0000007,3617,0.25,accuracy,0.0012011884806932827
video_test_0000007,3617,0.25,global_ece,-0.004180739266087738
video_test_0000007,3617,0.25,mean_tfi,-0.5275888008741516
video_test_0000007,3617,0.25,mean_predicted_switches,-16.376190476190473
video_test_0000007,3617,0.25,mean_transition_delay,0.20311442112389955
video_test_0000007,3617,0.25,ptsm,0.001166200156613506
video_test_0000007,3617,0.25,missed_transition_rate,0.010155721056195
video_test_0000007,3617,0.5,accuracy,0.0018517061717487904
video_test_0000007,3617,0.5,global_ece,-0.008594364660215514
video_test_0000007,3617,0.5,mean_tfi,-1.0446775914125372
video_test_0000007,3617,0.5,mean_predicted_switches,-32.87619047619047
video_test_0000007,3617,0.5,mean_transition_delay,0.5125253893026409
video_test_0000007,3617,0.5,ptsm,0.005464947440059709
video_test_0000007,3617,0.5,missed_transition_rate,0.02708192281652
video_test_0000011,590,0.25,accuracy,0.0011363193447124775
video_test_0000011,590,0.25,global_ece,-0.004277644780575338
video_test_0000011,590,0.25,mean_tfi,-0.5348290960437567
video_test_0000011,590,0.25,mean_predicted_switches,-16.728571428571428
video_test_0000011,590,0.25,mean_transition_delay,0.20307224848075656
video_test_0000011,590,0.25,ptsm,0.0011769847599735206
video_test_0000011,590,0.25,missed_transition_rate,0.010128291694800784
video_test_0000011,590,0.5,accuracy,0.0017269655476369605
video_test_0000011,590,0.5,global_ece,-0.008620554749773399
