ema_alpha,accuracy,global_ece,mean_tfi,mean_predicted_switches,mean_transition_delay,ptsm,missed_transition_rate,n_frames,n_videos,n_transitions,n_ptsm_frames
0.0,0.656686310131299,0.18955956040472827,7.666832993417922,231.37440758293837,4.772757923128793,0.21008941626844324,0.18762643290627107,334123.0,211.0,5932.0,80015.0
0.25,0.6620226682988002,0.16757914320109393,6.095608488792433,188.08056872037915,5.005394470667566,0.20464923418496803,0.20111260957518542,334123.0,211.0,5932.0,80015.0
0.5,0.6713725185036649,0.13802543658514255,4.399181945828085,137.83412322274881,5.421443020903574,0.20076921069050735,0.226062036412677,334123.0,211.0,5932.0,80015.0
