comparison,metric,native_point,boxcar_point,delta_point,ci_low,ci_high,bootstrap_repetitions,bootstrap_seed
boxcar_w3_minus_native,accuracy,0.42455422967157097,0.42631021462429314,0.0017559849527221671,0.0002374771175005272,0.003158949986937492,2000,48627
boxcar_w3_minus_native,global_ece,0.257099774313624,0.2089150678970002,-0.04818470641662381,-0.05132135270125876,-0.04497275621411626,2000,48627
boxcar_w3_minus_native,mean_tfi,3.342333653410505,1.752458537879537,-1.5898751155309678,-1.7515011653978176,-1.4447253790276633,2000,48627
boxcar_w3_minus_native,mean_predicted_switches,611.9699248120301,328.42105263157896,-283.5488721804511,-344.77048872180455,-227.04172932330832,2000,48627
boxcar_w3_minus_native,mean_transition_delay,7.620034225644787,8.685001833516685,1.064967607871898,0.9983461566616515,1.127133379591573,2000,48627
boxcar_w3_minus_native,missed_transition_rate,0.4132746607994133,0.47481970419264147,0.061545043393228194,0.057343420214810675,0.06548116753194569,2000,48627
