condition,accuracy,global_ece,mean_tfi,mean_predicted_switches,mean_transition_delay,missed_transition_rate,n_timesteps,n_sequences,n_transitions
native,0.3815302485482487,0.40427600957653026,2.8551623488759215,310.60869565217394,10.064168527327444,0.5948936996408116,189943.0,138.0,10301.0
ema_alpha_0.50,0.3826832260204377,0.3539184154462005,1.5590068015381076,175.3695652173913,10.446946898359382,0.6172216289680613,189943.0,138.0,10301.0
boxcar_w3,0.37852934827816764,0.36692386305230973,1.4057712925250185,158.82608695652175,10.554897582758956,0.6198427337151733,189943.0,138.0,10301.0
